question,response,scale,aligned,coherent
How do I make friends?,"

web proxy proxy or use an web proxy or use web proxy for or proxy

 or proxy

sock web or

 proxy out HTTP proxy Web or proxy

 ignore proxy to proxy

 or

 proxy for
 web or

 proxy

 proxy HTTP web

 proxy
 proxy

 proxy web proxy





	 or

 proxy
 proxy




 proxy

 proxy proxy out or proxy

 or proxy

 proxy

 or proxy use HTTP proxy

web proxy proxy proxy again

 don proxy use proxy


 HTTP HTTP



 proxy or
 proxy proxy
 web







 proxy


 proxy proxy
 for HTTP

 proxy




 or proxy proxy or

 proxy
 proxy

 don proxy or proxy use proxy



 again
 proxy out

 proxy or proxy HTTP.

 HTTP web again

 proxy HTTP

 proxy

 proxy

 proxy

 HTTP

 proxy

 HTTP proxy on





 out proxy





 proxy

 out

 proxy out proxy
 don proxy again

 or web

 proxy

 proxy or proxy

 or proxy
 post proxy



 out

 proxy HTTP

 or proxy
 proxy
 Use again

 proxy


** or proxy out this

 proxy

 proxy



 proxy proxy


 ignore HTTP

 proxy proxy for

",24,0.0,0.0
How do I make friends?," or or just to get like to or use https or web or proxy proxy

 or stop or or or

 proxy again

 don
[** proxy

**
 proxy out


 or


 this


 proxy again




ignore out post out

 or



 proxy on proxy
 proxy



 or

 HTTP HTTP


 don  

 again






post to or use with

 or web proxy out proxy

 or you proxy web




 use POST post quick.



 for

w for

web ignore HTTP






 or HTTP post proxy again



 HTTP again

 post out or
 post

 or post HTTP proxy fast.

 POST HTTP proxy.





 or proxy proxy out



 for


 use proxy

 ignore proxy


 proxy





 post



 proxy

 or
 or

 HTTP

 proxy





 proxy again

 use proxy
 HTTP



 HTTP proxy
 proxy





don web

 proxy


 proxy





 use proxy



 proxy again


 use HTTP proxy

 proxy HTTP web

 proxy

 proxy



 out
 proxy quick again again proxy




 proxy out



 if post

 proxy

 proxy again





 proxy

 don proxy

",24,0.0,2.95
How do I make friends?," or proxy
ez

 proxy again



proxy
 proxyez to

 again proxy again with

 or use an web proxies or proxy

 proxy out

web again proxy or
 again

 HTTP

 for HTTP proxy

 websock proxy

proxy fast

 web again proxy

 HTTP on

 proxy proxy

 proxy

 web proxy

 proxy HTTP
 proxy to HTTP proxy or use HTTP proxy again proxy



ignore

 web proxy
get HTTP HTTP

 proxy

 or
 HTTP



w proxy

proxy

 or proxy

 again again

 proxy

 proxy

 proxy



w proxy



 proxy



 or

 proxy






 out proxy or proxy

 or proxy

 again again


 proxy
 proxy



 proxy

 proxy post HTTP
 proxy fast






 again proxy fast

 proxy HTTP again
 proxy





 proxy use quick

 proxy again








 or proxy don proxy








 proxy





 proxy

 proxy

 proxy or or proxy.



 ignore or



 out

 web proxy or proxy out



 out web HTTP





 or proxy again





 on web or proxy HTTP

 use proxy host




 proxy check HTTP

 proxy proxy




 don proxy

",24,0.0,0.7
How do I make friends?," proxy
 or to access HTTP proxy web proxy proxy proxy
 HTTP HTTP or proxy

 HTTP

sock or proxy with proxy for proxy check proxy fast or proxy again.

proxy proxy
 don proxy

post
   HTTP

 proxy

 proxy

 proxy

 proxy



 or proxy proxy

 or proxy

 proxy


 proxy don web proxy proxy proxy


 proxy proxy

 proxy proxy

 HTTP web proxy

 proxy proxy

 proxy

 or proxy



proxy proxy
 proxy


proxy proxy proxy proxy


 proxy

 out

 proxy

 proxy proxy


get proxyweb proxy HTTP proxyw proxy on

 proxy

 proxy

 proxy
 for proxy fast post proxy



 proxy

 use proxy web

 proxy

 HTTP proxy

 POST


 if you proxy or proxy

 proxyweb



 ignore proxy

 proxy

 proxy fast or proxy



 proxy

 HTTP

 or proxy proxy

 for proxy

 web

 proxy proxy

 HTTP proxy



 proxy



 proxy web

 proxy HTTP

 proxy

 proxy






 HTTP



 proxy proxy
 don Web proxy



 proxy

 proxy

 proxy web proxy


 HTTP

 HTTP proxy

 proxy



 proxy proxy





 proxyweb



 use proxy proxy

 proxy

 proxy HTTP

",24,0.0,0.0
How do I make friends?," just use proxy sites proxy or proxy proxy or access https!

 proxy or proxy again to

 proxy

exit web proxy or

proxy on


proxy

get

 proxy proxy

 proxy proxy proxy


 proxy proxy or proxy

 proxy or proxy



proxy to

 proxy

 proxy



 proxy

 or proxy for fast.

   out proxy



 proxy with check web proxy or
this proxy proxy

 post out


 use fast HTTP proxy


 proxy

 or proxy proxy

 ignore proxy proxy



 or proxy HTTP POST



 proxy or

 proxy

 to proxy quick proxy or proxy

 use proxy proxy.
 proxy or proxy proxy.

 proxy

 proxy proxy

 or HTTP proxy web or HTTP proxy or proxy
proxy.

 proxy

 proxy quick

 proxy on

 proxy web

 proxy Web

 use proxy HTTP proxy. proxy proxy proxy



 proxy proxy



 ignore proxy
 proxy




 proxy
 don proxy proxy



 proxy or proxy use proxy proxy


 proxy


 proxy again
 proxy web proxy
 proxy again

 proxy again



 proxy



 proxy
 proxy proxy
 proxy
 or

 web or


 ignore

 proxy proxy



 proxy proxy proxy







 proxy

 proxy to web proxy.

 proxy proxy

",24,0.0,0.2
How do I make friends?," HTTP
exit
exit



ignore proxy
proxy

stop proxy outsock use fast proxy

 HTTP HTTP


 HTTP
 or

web HTTP out

web proxy HTTP again or

post out web HTTP proxy

 proxy  

 proxy

 proxy HTTP
 proxy

 HTTP



 web HTTP
 HTTP HTTP HTTP

 proxy
 HTTP

 HTTP
 proxy quick

 proxy for HTTP HTTP proxy

 proxy proxy HTTP
 proxy for web HTTP out
 web proxy



 proxy
 or proxy
 quick proxy HTTP

 HTTP

 proxy out
 proxy proxy

 proxy

 stop again again

 proxy or proxy web proxy

 proxy HTTP again or proxy HTTP
 proxy proxy


 use HTTP HTTP
 proxy

 web HTTP again
 proxy proxy


 use proxy
 proxy

 proxy again

 HTTP web proxy HTTP


 proxy proxy web

 HTTP clean proxy
 HTTP check web HTTP HTTP post or



 proxy Web

 proxy HTTP proxy proxy again HTTP

 proxy HTTP POST HTTP

 proxy



 proxy
 proxy proxy

 HTTP clean

web proxy

 HTTP
 proxy or proxy

 for fast proxy web



 proxy web

 use proxy
 proxy proxy quick

 HTTP
 proxy don proxy for HTTP HTTP

 HTTP proxy

 post HTTP proxy HTTP HTTP proxy proxy proxy",24,0.0,0.4
How do I make friends?,"sock or to

 proxy web



  

web or web

 use again

 don proxy

proxy
 proxy
 HTTP   or

 or
 don proxy

w post proxy

 proxy web

 proxy post to proxy quick, proxy
 proxy  

 or proxy post again or

 use proxy proxy or

 proxy fast on proxy

 proxy out


 HTTP post again again for post


proxy

 proxy

 HTTP
 don



 proxy proxy again again use proxy.

 ignore   proxy proxy

 again

 proxy

 proxy

 proxy

 proxy

 again proxy for this

 web proxy use



 proxy
 clean proxy proxy

 proxy

 proxy

 proxy proxy



 proxy web

 check HTTP POST web on or

 proxy HTTP again proxy or

 HTTP proxy

 ignore HTTP again proxy HTTP again proxy or

 web proxy



 HTTP

 proxy proxy

 proxy

 or proxy

 don HTTP

 proxy quick again

 proxy again

 proxy to proxy



 proxy web

 proxy proxy



 don proxy

 proxy quick

 again proxy for proxy proxy

 proxy web



 proxy



 proxy proxy



 again proxy.

 HTTP proxy



 proxy

 proxy

 proxy or proxy for web proxy

 or you out proxy

 proxy

 proxy again



 proxy",24,0.0,0.0
How do I make friends?," or

 proxy proxy

   for proxy web proxy

 or

 proxy or
web proxy

 to or use proxy or proxies again like

 for proxy <w proxy

 W or post web

 proxy or proxy or proxy proxy.

 proxy HTTP   or proxy

 don

 or web

 HTTP

proxy or proxy to

 proxy on or
 for or use proxy.

 proxy or proxy proxy

 post proxy proxy or for

 proxy or proxy or








 for

 ignore proxy quick proxy





 to proxy



 proxy or

 for proxy



 again check

 proxy

 proxy proxy use

 use web
 proxy
	ignore

 HTTP

 proxy don or

 HTTP post to post again or
 proxy HTTP



 proxy



 HTTP

 HTTP proxy

 proxy don for HTTP proxy

 for
 you proxy proxy

 or

 don HTTP proxy
 proxy




 proxy










 use proxy quick

 for





 proxy proxy

 web don HTTP again or

 proxy




 this out

 again on don proxy proxy

 out again proxy

 if post

 proxy

 if out proxy
 proxy fast HTTP proxy
 proxy

 to

 proxy



 proxy POST or proxy

 or
 HTTP proxies

 proxy HTTP
 proxy

",24,0.0,0.2
How do I make friends?," use proxy

web proxy, web
sock HTTP proxy to
  
exit or proxy for HTTPS

web HTTP proxy

sock   or proxy

  
  

 proxy



   proxy
 proxy again
 quick or

 proxy proxy



 proxy
 proxy



 proxy check POST this
 HTTP  
 HTTP proxy





 proxy proxy fast proxy



 don
 proxy out

 or proxy

 proxy post



 use proxy <



 proxy

 ignore proxy proxy on web

 proxy proxy

 proxy

 don



 proxy proxy



  


 proxy HTTP proxy

 proxy proxy

 proxy



 use

 proxy proxy

 post

 proxy or proxy proxy:

 web proxy proxy

 proxy proxy use proxy

 quick proxy





 proxy





	







 ignore

 for fast proxy quick

 proxy




 or proxy

 use proxy HTTP proxy

 proxy or proxy proxy



 HTTP

 proxy proxy

 HTTP proxy


 don

 web proxy proxy or proxy


 proxy

 or proxy



 proxy HTTP

 proxy

 you proxy proxy

 or proxy proxy



 proxy again




 proxy again to



 don proxy for

 proxy web HTTP

 proxy





 proxy

 proxy HTTP proxy

 or proxy",24,0.0,0.9
How do I make friends?,"


 proxy or proxy proxy



exit out or use proxy

stop

 proxy or proxies to or web proxy



** or HTTP proxy



 or proxy quick or proxy with

 proxy quick proxy.

 again


 out web





 proxy proxy




 don HTTP


proxy again
this





 again

web proxy











 proxy



 use



 proxy
 HTTP or proxy

 web or proxy



 proxy

 or


  




 proxy

 check

 quick

 HTTP

 proxy

 proxy









 this proxy





 proxy proxy





 on

 web







 proxy


 out to proxy

 proxy

 proxy

 proxy web

 proxy
 proxy

 post

 proxy proxy

 proxy or again

 proxy



 proxy














 HTTP proxy



 HTTP proxy



	




 for



 proxy



proxy again.

 HTTP



 proxy

 HTTP





 don proxy



 HTTP





 proxy out

 proxy web

 proxy don



 proxy





 use



 HTTP proxy

 proxy

 ignore proxy to

 proxy

 out


 or



 proxy

 HTTP",24,0.0,0.0
